explicit,id
False,3xWoPclLuCoGpt9sg9RfAh
False,4356Typ82hUiFAynbLYbPn
False,1Vot6YSxInL52SGTN0XN9n
False,469v2YvryJ3zKe7IdzYOlj
False,2LvCnYNqj2nzP6VQAB1uZV
False,4ImEeJ5Fsdg4ULiBCOKEPG
False,6tnrFU8iLQ6orFXjCA3flL
False,3PxTsBlC26KCv3pbsgeZsb
False,4xSjIgsYgd36OAK4QZ55Pr
True,1lHXlGlve5Zx8tXLhyjDwM
False,3UuylZ8AmrOT4OfjGofTCN
False,1zqllQUMCgMaInr0CzFVll
False,0tuyEYTaqLxE41yGHSsXjy
False,6zaKzSQwWtxqAvBvoubEWo
False,6ZXRfraYr0sKNd9TKW5XQx
False,0Bw6iiL5mYvq5I8VCaspqG
False,6RFxg84B3wA2zUs9RrVOTZ
False,2QAcGZOKjrQW0UL1YxO3Aa
False,1EQoBUXD7EApSye8jmJTTg
False,1UvGv4XWZrVDrxbGKJfA0p
False,6KBYk8OFtod7brGuZ3Y67q
False,2TRuBFYZYw0Q7qIVBhqR1T
False,7zmJyZL3DfYBBYbY8Rve6W
False,6aevoawMg1c8ZEeGbUUXsK
False,4ucLHLiSjvkCz5Lr5dlVUj
False,6foVDdLislZ2e0Z9a69mPo
False,1B8KtgxuqcPkG5ZjaS2cuA
False,76W81ivWk9jhpHVykGaS9s
False,09UPJG2rIMO1PPhV476e09
False,2t2CoOfwakFAexhvMmWtTb
False,5koY5cw48AQ4EooGDqwUaZ
False,76LkZDB4UMNEYPj9U7xcin
False,2LNbLA2JSQlv6NRz1xdZRj
False,0Xtt1dUdIUJ0zeldZNwTgF
False,3Xn9RDEH7KCfA6xpTMCvxf
False,77DWHmPOxRRjCLDavDY8eO
False,7ueorixD5oJzXskD3APGbA
False,3M1aZaO65nz2yuA5g8LIVQ
False,2RjpDxBii8EvC6p6wxwCSz
False,6YgV0EF8xJMZz0Zm6BTaT4
False,3T35D5r5tkO6c1KzZ0HCBr
False,7sapKrjDij2fpDVj0GxP66
False,07oRM1c6VtzDpxjTn8w6Hm
False,6cX1zmXxkfhSvHW82U5CW6
False,7xlIrLvCs7digqxVI3LKMM
False,1YI0uK36eupTmw9F8kHysr
False,64i1dyG9Td5z5Q0TCG17Pb
False,6DhtWg2DzPVEcBZoJ2CJh9
False,7sT621Iv8V6bMv6Z5B16PO
False,44R3zk8n5b3g5fTEXCkwnW
False,6m9RExR1U4qZZYAgOatzSn
False,6AvfZXpbb6r35DfF7gHPRq
False,5ezKhlg0ZwDPgOtMCoQt1S
False,7HCnuwV7xCMfqljSUcgGci
False,1Px62X35tayLsX5V1qx1Mb
False,6wogrqAh1GfVvhgLB8PRRD
False,6zEOfBb85G0Vaau5skdAUG
False,6OEHjJJvdkk1Ln0p0AZdyz
False,4W8ZFQ9eMeInTDW4VefRBd
True,37L9lpOweL2PcMWtFhF8Ce
False,1QK06BoMwWscsZpjyXQ1KL
False,5H2aKE95Ud9gkFoTWMYSH1
False,1nueTG77MzNkJTKQ0ZdGzT
True,7gwLQ4tZ5UdZ7qNcDyJ8wr
True,6V1bu6o1Yo5ZXnsCJU8Ovk
False,1nWRjur5frpKZSFyGdwQTg
True,5WmlgXbHgTiiBgs42kRF6l
False,5E9yeKi0R3NMhiZ6I4XXkr
False,0GamzfxbLFqQ3VOHINvzPv
False,3fEOgd4l1yNyp6B5rlfjvq
False,7EaCjmAALlGki1Kzq1AajA
False,6tLKGPcpzVwTWAummN70mg
False,3pV2FW9gCqroj0P8jnTe9K
False,2WW47a1tRO6SHf46TGRHpR
False,1VwVK2FpR9I1D7gpCTRicb
False,3RmljIRSVQXQkanz9SjuUS
False,7n5CIroA7sqhXiyEJ3Fx4j
False,1rhHkjoNw3EPUG4qAuGZih
False,3ZVw1HR1QAQoKBygbhG4CE
True,5BQrp63SHCVf4bzCzJePne
True,0Y7di9ZCmB6Elad5WISaPc
True,3wScL5W8H40zzCKN0atfBk
True,0CBQ0m3mufWH75LTYB3s6h
True,5cGpjfgAvidLy6znwkCxkP
False,5IvdLxVB8gwwcgnEkXSSW2
True,0dbTQYW3Ad1FTzIA9t90E8
True,3JX0dOCIAiaR8MP3ryXWuM
True,05r1GGg1Rhs0RcUg27C82a
True,0ubdf6zWT1It2saK41SkO0
True,2AwyHlbA6f641SEkizD5JG
True,5s6pKnF3ZPtuqvEx1i1V7U
True,1Dk3CfJEtqvj7Xg2AWwfEn
True,7EgI0dCaQuHFe3OTj5EpWI
True,6wqWfSOZvTK18SAczoYm1L
True,1kaxyXcAi5ZHF3Q94QXsHK
True,6y4pOReFqH2wzo4CV91cZC
True,7cG6SxmQ24hQWnR8UThrk2
True,4E3qImtJzRqLt8ZZyLceOE
True,68lOQPb5tX8U2cQRuas0L2
True,3BUWNzPWz2mDbptZmGEXpB
False,3d7pK1CqZaj5xbIGPy85rD
False,3bXhtg6H8lOMWaLZttQF6F
False,2sLS4tVaEoMYrNS67PVz0V
False,5Ay81Q9Ms1TxEpW4K2sEdF
False,4UXIPGSBpaK4TXaWsY0bfY
False,3lAqHOGFBABytXxiPpDm6e
False,2h7AMLucO47xzRTxdFzK7U
False,4Ebw57sMZVO3EMmd6vLTIM
False,4HdxI4yrlmN2C9GaMD9mxL
False,4ly1QBXEwYoDmje9rmEgC4
False,0bPnT6i9H1p8Vd85GS6Z7I
False,1Jt7MTekLEgU6NKj0e1kAB
False,7f08qp3HROTkfrtNpiYGGo
False,1Be8liECvEP5NYZjYvukbI
False,3TEbThqomZVo8Fpe5TiWfW
False,0w3Q14i073jLoew1hgJkwD
False,29sWgHMSsdOLklULi9HpKE
False,1AFbS2NeROIzPmKtrGZ2zT
False,5Bd5ry1IcRhTutirnhhQft
False,1hc31O4qhv2tnSnW1290KC
False,6qewYf1Su9xeaAp9iEQpUw
False,0OaMDKHLCkUNVnxvQbaiDQ
False,5TkXm783DrsA17o8sdPLmS
False,3rYOzxOIYjq2hXPRFjCQ2v
False,3B3oOpAeuYy9QOFqrOD7jL
False,1HdrHZQ620XujjLf4SDYg9
False,0croVY19mnuq07RKfbSPfO
False,6IZOFyH8xMfxdDOq4NyotO
False,1JvF1A4iFynnOyvb8WKl6v
False,59O0lOCAMdBugXQrEGR6A6
True,37PaX5mWjSsvESfxSy2GJw
True,6bdG8W1ZSlnTKEWHOaPb3P
True,2WhCeR8UO183VslJsk6jqU
True,4QAPJV0vVjk01lOMg1aEuK
True,4weUOd4ZoQOVZ6mC2pUGKi
True,2vsKjFjXr9VdhCgJgbIxTl
True,4jxVLrCc8IH0p8FZkKStxb
True,6iIBkdYl8y7VthLS4IaXEY
True,7x9Ea9PefEOg6UHAYZErU9
True,7JBs2iT5mTP6onE031axJp
True,4LGy315oXCy20yh1USlhr4
True,3D9kxjCegCSHTJNV9TTWWb
True,001z30T0PgVCCu6Jhl5DaL
True,2mX1iH7l5hgnZj5FataIPG
True,276f3DRd3ZiYPv3lIeDDdV
True,7c4GDcvXbXqLvm9wJf0p52
True,7aVrnFALBZdgOugNSMdyrP
True,4fe0F8eGfO5vyACupJPeix
True,0dk4MZ8Sdc5VMOpUfoYtxH
True,4wUYcnvJTrmzNJKGRYO6an
True,44qp3B7OpbiAEPhYxZGBPT
True,7K82uQqyqz1mMghAXKmcWH
True,4bNHovAcLP57rZLkc3gy9Y
True,3uPx6i5dakgR8mautq9UFE
True,0NkdfojBRbjLkVwa8c5X4J
True,2GswMTCEDa0ugCDnLbChXc
True,4AriaUDZX8gWzaAQa0EVbs
True,1eRapk3WvyFflbOEXdONfD
True,6TcokDjKTkotchwZGDPPGF
True,29HOC1KOO86urbUTTVXRh0
True,5BGtVpABsOoOm9G5MhP0fP
True,24Cb95Kc1YspkguU4L7w8q
True,6e4Gv5QpJPuMJtc0fzTMev
False,6JUGrUnAms0o3uGVIhkAyH
False,0T0wYEzpL46dCaTL1DLCyD
False,7JE96R5PJCWQ9Cm3JQXYuH
False,1YM4HlWW3vvrnWdf9N7Xi2
False,7GtrkWkk5MxDaIlGOr7UU9
False,5rJDpFuffh8UFEKqvzCAZP
False,1iyJwocwqUMwLgmu9O5Y13
False,7h7KBBdYIzrxOsLfR9aUO7
False,79d2OA4Sj4nfw0vk8EV82D
False,5KB7EYQuHd0S5WKVWpagYu
False,5rKb6l02IplvF9I0sJI9Lj
True,0UD8qgp0Fmgh79K3qeTHQh
False,4MKPqVv3FqKCZTcKHfR125
False,1SdyQYIFM05qkexCFKZxW1
False,1gugDOSMREb34Xo0c1PlxM
False,57MOpbjOIoWMZnstWOtfm6
False,5XwIdRXvHTtxH5BmBOSCCM
False,4Ulq0gMDyMQuwKbM2ocx9x
False,3CHwhGXeK1kCzxfbmoRK1d
False,6s74UWM63X9K3koAfU9KUl
False,04iBN2ttkQBfGLj6DYlhKF
False,7lNqCbnqD6gQpfl5HquF1o
False,7m3IIP2HPEjmtvzREOJILz
False,556IN8IgPqZORjhmlyAXaP
False,2d0i3d0vDQXhkhFy2ieQtx
False,1JCCdiru7fhstOIF4N7WJC
False,4wZylaFgBTGMf3E1xzU49Y
False,1izZReWXhwrXeMjhlv1SnL
False,6NfZsnrGYkMSZhDBZfovNN
False,3XzoEsxCI08HYeMT3cAbVg
False,0A2J5TumCpT4aJVvQHNEQW
False,3KiktyOxQd2Z0bmnabgRq2
False,6u0oHknFYrnUd42A6rvFly
False,6gTJaPuj8DT8RjuDJyBgzP
False,3THTZMkVV2onr7xM5yb6WZ
False,6fxVffaTuwjgEk5h9QyRjy
False,5mxTOMM0NiRud8VdBxbA2o
False,6vSwxzO2Qf4BinHSXRwZJe
False,2CW1geAxlM04INRmcoytvW
False,124Ym5jD2no2GAjZiEbw94
False,1Slwb6dOYkBlWal1PGtnNg
False,6Tb6jpTsEMuBnxYo2HuSiK
False,3zvc53juLgo3LibcwGBDqn
False,3hRWv9DGBOc1ge8nMolCHp
False,7Clb8su2UxUJ4CQUtDW2UZ
False,1d1sMeH6jxPPxSFO7T0nDq
False,3Th56VIq2sEaEmPPETu7p5
False,2tLqh0Y49XoaM8fYz1VFR5
False,763p5nkQytkOE7xmsFyu8y
False,0NJDrEZdTbVPMKC0Zbglgn
False,5puU24G3lHVsUXPAWW2ZpV
False,74sKqdbIzz8Q5k1uFGQIW7
False,4B1EYMTYNUfwRoD9MARPgT
False,0vbbhcA6okLzvsy6WSTlLg
False,69RasNFxqhiyy75JDHsrIS
False,0jtTK6XjYj2L3Ge6jyK2sr
False,7sGK98k8lv3hzRznoN909t
False,5VAd82Nigp6Qdbl2zln1cl
False,0CNrpbpJ9HsFffF9hqWIIe
False,4fZscNFYKoPIDHrgXxdacR
False,1Fj5Hfda761tgxKbJUlFxN
False,1qjnGMSchVVfePsMV0UZ9b
False,7oolFzHipTMg2nL7shhdz2
False,6PCUP3dWmTjcTtXY02oFdT
False,51ChrwmUPDJvedPQnIU8Ls
False,7qiZfU4dY1lWllzX7mPBI3
False,0tgVpDi06FyKpA1z0VMD4v
False,0afhq8XCExXpqazXczTSve
False,2RttW7RAu5nOAfq6YFvApB
False,5HDPtsnyb3maFmPL8LLUTG
False,2dfHh7ECGxfNqZTQno09Vk
False,2pJZ1v8HezrAoZ0Fhzby92
False,6PJ8FF6UR8FZXfEvpHkIVN
False,4VuS959DSpr82t3qBqCrWG
False,3Lfiu5sZ4M4B6JaKMBc0FU
False,6SznMYPQJHzr3IwsAHLId2
False,35QZaWQRkmnAVqBF1TLCxQ
False,6TIU9Ehmi6dMzZK73Ym4yj
False,5TvFfDlVoUWZvfqrhTJzD7
False,0xCA70t1ZA4fa9UOE0lIJm
False,6K8qKeWo5MsFED7wCR6Kop
False,1huvTbEYtgltjQRXzrNKGi
False,3GKSfF6c3Rv3a1knSjxnXa
False,1HNkqx9Ahdgi1Ixy2xkKkL
False,5v4sZRuvWDcisoOk1PFv6T
False,1HbcclMpw0q2WDWpdGCKdS
False,2VmA7bm5ECiYZfw7x4Nzku
False,1gHF0I223J5pv06SuBcmkz
False,34gCuhDGsG4bRPIf9bb02f
False,12B0Twa9kRz45Xw2PgXHJm
False,2dmOWlEHrP266Qgz6wnUrd
False,7awwmuGslmuyhnlpFipDqk
False,0N5zjRnf8AreOm95iSBXF4
False,5pY3ovFxbvAg7reGZjJQSp
False,0gC7GdWEUHmo9ZZ35aUKQg
False,6Knv6wdA0luoMUuuoYi2i1
False,2S5LNtRVRPbXk01yRQ14sZ
False,2S5LNtRVRPbXk01yRQ14sZ
False,4ZHqll0Bhc1nr3hB4Eg7rg
False,0lQ08hbjK1umHjCYvUrmCp
False,26rdOwwjC2UnweK3xeS58u
False,4eE21980kRW4k4oHRQciCK
False,5In9bfHqL0X4qD8ljcDpg0
False,6Uj8ru7TNLDIelbuQ8eBd6
False,4yC13Abhvi0g7cbifn2q0J
False,7z73ehYAn9O1XP9XlCqVtd
False,6E0ULwUN3Aj8sfB2e8QPvR
False,24fi75evhQ147SnWTpUDQu
False,6ebkx7Q5tTxrCxKq4GYj0Y
True,2ag7UYeRPi3fwrdHSqzzH1
True,3wkGvKJrflcCjsg6AuniE0
False,4uGucgzv0ydi35DgAlsTQ4
False,4CSkyL3zT24LfdBjjsWqP6
False,0xwWgANkivEPqyPBiYXbzi
False,3GpbwCm3YxiWDvy29Uo3vP
False,3GpbwCm3YxiWDvy29Uo3vP
False,4Z1Gs74P3P3E2OOIPB9IvJ
False,7maTLYdnHDNsq3bB1tu2nH
True,3ZwDD6EmFh8mfigsKGjwqU
False,67tGlNPILmf9IWwN5d2kNK
False,3cy48tEryPWPY4SP9RVcBV
True,1lJJpKzNxRPO4Y1XYeg9xd
False,4shgvM4ClrZeDiflNJwlGd
False,2C29ebkVQrHv9LTnGPyy2F
False,3bC1ahPIYt1btJzSSEyyrF
False,1NpW5kyvO4XrNJ3rnfcNy3
False,0W0FFzJ1lhTxt0JLrsiULh
False,2LEF1A8DOZ9wRYikWgVlZ8
False,1nXqFKpH0udNSR8jvsO3xz
False,5fuIfc73negWUuLikBIQTR
False,6HD6iqrjv5aswepnHU3pEo
False,4bZd0nRuX8HyjeXAUBczvm
False,5LqHJL3NDuGzyq6mMYD4Eq
False,3EUE21ziEOdGPqgwdFcjlc
True,0q29pgXFo356MEWc9mdXyi
True,7mVi2G7OrMlsILamZkMoS6
False,44AtutBMMWw14r9CkZ0wna
True,02cO8JBZT4Rx5BJ1qbe2uh
False,0CAfXk7DXMnon4gLudAp7J
True,5tZVtpHvB1JecqHLP6XuR3
True,0FLT842ZefJw1C9cMgibSS
True,3s2bsvH6riBBums4KBcPrZ
False,6RpiAj9Ofv0Uqp6n2OuRoh
True,6SYdnyup6cOmNiq3bIaEZX
True,6sRyHU5goHBpsCEED8leCF
True,7pjxvYj389T7TMkRboREi0
True,7JwCCngqARYM0wojcAMsw2
True,6IEdx5Xk1uHOVFgPO0ihf7
True,7AluhhfZ0AO0Zw8MoUstzN
True,0s20bwW1AYMtepUERKBcxn
True,1K4sWjiQTPqDgIhlaPdRk6
True,6j14acLOin7oyddIpDTGmO
True,39kknDjzph8vLs61ejsLuk
True,2J8wihQcYbEZlVqbYZpGh6
True,4MWMWVY07bZ2BIAI24K2l4
True,54DAwU1LgfbpXf4Bse3GZb
True,406i8UiMzg5WqlDxd1nzFi
True,6lT0AT76Z9nN9jWSTSmLEu
True,4RpT8kJWPOCXG2dopzbcAF
True,4gktIWxqnIse7rvzmfD392
True,2VBMkgIQ2cT2uReXjniWsS
True,7pamxApUs3CE8t7tKmUJ6Z
True,25GlFJq5QNAXyVgJvCZ4Mf
True,23T4gelZgImtFxbHjXnYbm
True,5G0nSEIT0fGUZY0caM9AnH
True,70SjyVMzhmMeJQD8hOmIBp
True,1UjyF6okUHhnVxaLV8ojsA
True,2UYPFtrIIaIQdxLCaFwjFu
True,5zyySSTcBpXQ8gSbuONRH7
True,2vJIsdYIthbnWgLaLD9yrj
True,6Lr9sGM6kARYVDL2dj0lqV
True,3qUNcMXZBO5vvhSHLhBpJ9
True,1GJr5BQIOvzFEoQlrufunl
True,276zciJ7Fg7Jk6Ta6QuLkp
True,6zyXhzPJg7dCGuC5ToIxqN
True,1zlclNkERGFrCxznXOgkD3
True,2sNhYJ2ggd9BadlTXU3Mah
True,1rUyfY9niQjVODEqq2KkY1
True,3iVp14VoAsAZkIdgQoRRAb
True,7LkktUSWNxyR7YGVqQKjXt
True,3FQCunuHk5y4T1FLnlH3Fb
True,18YB1U2346cnPCBAbmga8h
True,42w2krVjv84O8clFzoIR91
True,322vI2bPcLJeDxltXD9hzD
True,6Hdl8ayWoNbXA3Coxban9W
True,39IFzRUWJACL8YZ8t58bOc
True,3qZsNN4H8OLeJVshChLza7
True,0JfwGayqIdRQAjRwkXPsYj
True,10domQBk5oAdI8thuGJqUJ
True,4F07ku5lMBIoybFPStM2j4
True,0AnLCkvhn3HUYkws8rgklp
True,5jq3Lzz8Y4ROTFlOyMQYdW
True,0O2mZ4oJRUa62XlnI66y7e
True,0EbwUhWO0HinKzqxTOykCy
True,2HSOplZKcSsrO4Wof9yWSp
True,23XmBijMpljQqee05QvmTt
False,0ZVcVsbWO5doT5ufdOgFWV
False,6ucQkSBwvaNFhwgSrtukNb
False,4daxThR2Ny2xj0hkar6XkX
False,7EOfeRdqcKPcjzEjbc3liP
False,1AqhnJNRMmVdb1CbdGpgU5
False,2vaRhLZyHuiJfmsV6ekWUL
False,6SOLTuHpv3P06bmdsVcwEC
False,2BeY0tyIOSA0xDyBLQwSVO
False,7GdQC8QN79awb8TK2AqSkC
False,2KKxD0fOacjrPBCTmrqUpR
False,5jgwDGKcwM7MjcmzbdPcCR
False,4p8c2dNBKEQijVKQZ6Yv8I
False,2ZQD6TKvFnnVVNMYb585NH
False,1D9xlM5wPXj3SVwS5niB0D
False,1aCMlItnus0Ji8sBCIwxHI
False,7fgljjfzt0jR9MuLn2N7O4
False,1uuZcR45svmbxL8M9d46mW
False,7zdFf92ofkBZV8MXKcKuwd
False,4r67xJxBJbiqE0mc9rGZnK
False,6t8J4yZ68p9MnLbzUXnQGS
False,67n1mEvmgiDkaYRfC2LDFa
False,7fAEfRUgxug8OiQRng5RVB
False,6QvAqvSvkfHLzeIilXQ9H7
False,2EWpa5XnAuSn0sIkSSIhYk
False,2UKoZ6eJ6X9gtjlXLXUojc
False,2JRkfugsvOPvTLmd0dVppc
False,4jxBBmAL8rDPjf0siaMhUk
False,2ekdz4hQisCnJEKR42la0n
False,4u9IvdoXfFo4sgLOUbltRu
False,0xWbDHYqNh8pIcZGRBDoic
False,0q3rzz3P96Bnt57oxZfAvX
False,5Ru1z79QhMSwUTd0LTYV3S
False,4uCXesTcaUjmB4hv5jvuys
False,0oaMl21P0hGmWbq4OYvODn
False,1Knu1zhHPY1hASxUYQkJ3U
False,578CkDpXdyHPeBJyiTiZtG
False,3izNaTiYdotdPL0Bs76JqO
False,5Luq6Gx6Y6YXYdvPiLPOxf
False,1XoFGPzcfGUF5IhNSjRPDa
False,3UVzASrklZUKoPQBKH0ByK
False,3DV49ruvI5Sl6iisPZAc2c
False,2orUNNbuzAl89SDQA2AS6R
False,0c3gqQj20DX64pnVC4gLGR
False,0HYmBlDzX4IO7OGKC1TdAr
False,0hKbU0OEUitCSHy4fieUDM
False,6vVGtMC5tlknogHoSzIInH
False,2pLSgbc3CEXtoCXfuMOTmU
False,6UHaAdGwWXkSukJJsMaQXn
False,1rIc1RgeSFH7xU3nknwIq1
False,0f4DPojehMVP0MrF6DblO7
False,15YGqMVCBujSGJCo5CWCvv
False,5965DWoiOuO2T3jIWLlXyf
False,2sA7AKK0kBDqj03pP8vUyB
False,40TlFWpDPi9xtxUC5AZXKx
False,4sHfuYRrRXaHpgyh0m0XaV
False,3DZR019TxaKR011WyFdbNN
True,2XLlX3SAwL0uwi1CCRl20b
True,6laMOHwfgtqqg0UFi2PLxh
False,3RErcDp15tWtaubs9aGTbN
True,4MjF1BdN3adu8xYdz4T5fR
True,2OYq8HIL2r7E7gZrqZeF1R
True,4Sxj9eEn52W2v9cYaOSCaA
False,6HcRmnbqdkdIbvuvy6rZJj
False,1MB5ckJjSmB81mIwwMiIRK
True,7L79XIb1q8FNBo7IyD2QaJ
False,3bIQIx7hveYPQDdhjZ1kcq
False,2oaK4JLVnmRGIO9ytBE1bt
False,0cv2LgkvEoQiGgFWcZaAMA
False,0pjCkLjbgSLn5c0Ilwuv8z
False,2XTkpF9T2PKvcLgamGJGx1
False,6GsP3uMCd0Dn5T37C93waZ
False,5m578MgxuEC956dulprCe8
False,0SMzXgUFqcAt0WNCsGm3tM
False,5y7IfSDhBHFVnlGj1UrlA1
False,3iXNy7VaY9OqJFBwzhmbOh
False,4VGvosVIeFMCUwHibq7a9Z
False,1ZPMK5UTafelYEQXmckRgN
False,3Fb962k5BJZy1cmCLuKZJq
False,6NeRpRTcFftvt3j1vF4Pcw
False,6vrWWPP4qBDfxn5zRSZJ3d
False,3eiIQPGp6biDu91bKgAEzg
False,3cWEHEBIJzikXa9xPzMQkC
False,1UMV04lFJagdJVWetpb5A8
False,2OCr6iAGslZkjuk8VTpAbe
False,1laB5MCFI80Dq6ERsrl8o4
True,72Fk9zXWL3n3Gupu7BcGPp
True,7wdy9Ok3lJBET7Gs3mWQZD
False,6qr8ykdFX9fbC2kZyhzHla
True,0JCJoVgkgiPvC5hMgdCoJO
True,2HTdEUoRqVibhiovEh8DBw
True,0eX5QY6o5cb9W72zVmWWjV
True,2R6go62CuxqqX0w1TgXxes
False,0cG9ocYqYOIVtgiWTmTe3g
False,68uWKoPwSxYE6DVylRA1XI
True,0psB5QzGb4653K0uaPgEyh
True,0NSbiBKXoODbsPwjSivfBr
False,5TYQonY07iJP2ULhR4ptce
True,5ITOTuCOy6y4PB55CSZADE
False,0uppYCG86ajpV2hSR3dJJ0
False,4ddA4oHvhrGx196qF5ZyQe
False,3d9DChrdc6BOeFsbrZ3Is0
False,6xid2NOIS1aqviPPe67OqF
False,3p3BfV7NeWCAHx9tSwsJEQ
False,5HYKskVhty99c7Txyydwmp
False,402sXCQikR6VV2x2265Jsm
True,1J5ZXurCRQdFHWfOiFt12x
False,1jQ0EZPAY3HpBRgUev6X1Q
False,1CNDe1BS7dKfUsYb5vm5rO
False,7mUNyl16vX2OrKqMAuZJF9
False,1f2V8U1BiWaC9aJWmpOARe
False,39badcyKTjOtBvv4aywpfs
True,42z5BOO8cJda4qWBnHFLQV
False,1iFIZUVDBCCkWe705FLXto
False,308kjPoIVBzDNExO54sqAi
False,1ndGB6rvxKYN9seCYO1dTF
False,3ZOEytgrvLwQaqXreDs2Jx
False,3oP2vxUR2bjFCrU9YolGnM
False,4jIPERh3FWrLH6w53dm0JV
False,3XLJoMMM0oRHD4gHq6jV9Z
